client_id,process_step,Variation_x,success,clnt_tenure_yr,clnt_tenure_mnth,clnt_age,gendr,num_accts,bal,calls_6_mnth,logons_6_mnth,Variation_y
7789902,confirm,Control,1,8.0,96.0,43.5,U,2.0,40289.89,1.0,4.0,Control
7790154,confirm,Test,1,21.0,259.0,21.5,F,2.0,42911.77,0.0,3.0,Test
7790935,confirm,Test,1,4.0,58.0,29.5,U,2.0,37222.16,3.0,6.0,Test
7791874,confirm,Control,1,6.0,78.0,24.5,U,2.0,24645.11,3.0,6.0,Control
7792141,confirm,Control,1,6.0,83.0,41.5,U,2.0,48789.03999999999,1.0,4.0,Control
7793123,confirm,Test,1,4.0,58.0,51.5,U,2.0,32520.88,2.0,5.0,Test
7793216,confirm,Test,1,7.0,90.0,43.5,U,2.0,166026.34999999998,0.0,3.0,Test
7793895,confirm,Test,1,14.0,175.0,40.5,F,2.0,29547.22,1.0,4.0,Test
7794004,confirm,Test,1,5.0,71.0,51.5,U,3.0,40948.01,6.0,9.0,Test
7794643,confirm,Test,1,20.0,250.0,64.5,M,3.0,210931.78,2.0,5.0,Test
7794766,confirm,Test,1,11.0,137.0,33.5,M,3.0,32142.95,6.0,9.0,Test
7794911,confirm,Test,1,15.0,184.0,68.5,F,2.0,48419.23,6.0,9.0,Test
7795403,confirm,Control,1,31.0,378.0,27.5,M,2.0,63793.95,0.0,3.0,Control
7795550,confirm,Test,1,7.0,88.0,25.5,U,2.0,62271.86,6.0,9.0,Test
7795722,confirm,Control,1,13.0,159.0,65.5,M,2.0,40976.99,0.0,3.0,Control
7796066,confirm,Test,1,18.0,222.0,56.5,F,2.0,362838.14,2.0,5.0,Test
7796096,confirm,Control,1,10.0,125.0,37.5,F,2.0,59657.59,5.0,8.0,Control
7796471,confirm,Test,1,9.0,118.0,27.5,M,2.0,56023.76,6.0,9.0,Test
7796725,confirm,Test,1,10.0,127.0,31.5,F,2.0,34724.18,2.0,5.0,Test
7797013,confirm,Test,1,19.0,233.0,73.5,F,2.0,85166.42,4.0,7.0,Test
7797038,confirm,Test,1,12.0,152.0,52.5,F,2.0,31550.15,3.0,6.0,Test
7797325,confirm,Control,1,12.0,148.0,40.0,F,2.0,77430.06,0.0,3.0,Control
7797739,confirm,Test,1,8.0,99.0,64.5,U,2.0,73415.6,4.0,7.0,Test
7798392,confirm,Test,1,25.0,300.0,76.5,M,2.0,42299.85,6.0,9.0,Test
7798595,confirm,Test,1,5.0,69.0,43.5,U,2.0,44072.95,2.0,5.0,Test
7799922,confirm,Test,1,9.0,112.0,68.5,M,2.0,107654.2,2.0,5.0,Test
7800199,confirm,Test,1,4.0,59.0,37.5,U,2.0,31495.62,0.0,3.0,Test
7800474,confirm,Control,1,6.0,76.0,46.0,U,2.0,35359.88,1.0,4.0,Control
7800681,confirm,Test,1,24.0,290.0,58.5,F,2.0,375510.12,4.0,7.0,Test
7800749,confirm,Control,1,19.0,228.0,36.5,M,2.0,70149.15,0.0,3.0,Control
7801435,confirm,Control,1,7.0,91.0,27.5,U,3.0,68628.1,6.0,9.0,Control
7801613,confirm,Control,1,10.0,121.0,61.5,M,2.0,80178.45,3.0,6.0,Control
7802443,confirm,Test,1,10.0,122.0,31.0,M,3.0,127675.93,6.0,9.0,Test
7802574,confirm,Test,1,16.0,197.0,23.5,M,2.0,46046.63,0.0,3.0,Test
7803066,confirm,Test,1,18.0,222.0,46.5,F,2.0,434430.76,6.0,9.0,Test
7803217,confirm,Test,1,5.0,68.0,41.5,U,2.0,50991.37,2.0,5.0,Test
7803254,confirm,Control,1,9.0,110.0,67.0,F,2.0,130150.11,3.0,6.0,Control
7803412,confirm,Control,1,17.0,215.0,53.5,F,2.0,72185.51999999999,6.0,9.0,Control
7803457,confirm,Control,1,8.0,105.0,33.0,M,3.0,131867.62,6.0,9.0,Control
7803610,confirm,Test,1,7.0,91.0,29.0,U,2.0,66958.67,6.0,9.0,Test
7803837,confirm,Test,1,22.0,267.0,56.0,M,3.0,315630.1,5.0,8.0,Test
7804102,confirm,Test,1,7.0,84.0,30.5,U,2.0,64217.66,5.0,8.0,Test
7804581,confirm,Control,1,6.0,75.0,26.5,U,2.0,25187.04,0.0,3.0,Control
7804662,confirm,Control,1,4.0,59.0,50.5,U,2.0,140932.19,2.0,5.0,Control
7804859,confirm,Test,1,10.0,125.0,40.5,M,2.0,57794.93,2.0,5.0,Test
7804929,confirm,Control,1,12.0,150.0,35.0,F,4.0,36376.52,6.0,9.0,Control
7806799,confirm,Test,1,6.0,80.0,59.5,U,2.0,118444.26,6.0,9.0,Test
7807175,confirm,Control,1,21.0,253.0,45.0,F,3.0,178460.2,0.0,3.0,Control
7807666,confirm,Test,1,8.0,98.0,55.5,U,3.0,52673.21,1.0,4.0,Test
7808326,confirm,Test,1,15.0,190.0,46.5,F,2.0,53350.28,3.0,6.0,Test
7808408,confirm,Test,1,7.0,92.0,45.5,U,2.0,439264.14,4.0,7.0,Test
7808430,confirm,Test,1,4.0,59.0,59.0,U,2.0,80595.29000000001,4.0,7.0,Test
7809099,confirm,Test,1,6.0,82.0,31.5,U,2.0,37902.98,5.0,8.0,Test
7809143,confirm,Test,1,16.0,196.0,70.5,M,3.0,1019687.43,5.0,8.0,Test
7809216,confirm,Control,1,15.0,182.0,58.5,M,2.0,23805.89,5.0,8.0,Control
7809917,confirm,Test,1,13.0,164.0,69.5,F,2.0,33813.44,4.0,7.0,Test
7810082,confirm,Test,1,11.0,137.0,37.5,F,2.0,61076.41,1.0,4.0,Test
7810089,confirm,Test,1,13.0,156.0,40.0,F,2.0,191068.04,2.0,5.0,Test
7810991,confirm,Test,1,9.0,110.0,71.5,F,2.0,72735.43,1.0,4.0,Test
7811459,confirm,Test,1,21.0,262.0,78.0,F,2.0,77517.42,2.0,5.0,Test
7811491,confirm,Control,1,5.0,68.0,32.5,U,2.0,116682.82,6.0,9.0,Control
7811847,confirm,Test,1,9.0,111.0,64.5,F,2.0,61016.66,3.0,6.0,Test
7812180,confirm,Test,1,15.0,184.0,65.5,F,2.0,43060.13,3.0,6.0,Test
7812267,confirm,Test,1,22.0,275.0,33.5,M,4.0,344561.38,2.0,5.0,Test
7812434,confirm,Control,1,15.0,180.0,49.5,M,2.0,40220.11,1.0,4.0,Control
7812509,confirm,Control,1,16.0,201.0,44.5,M,3.0,59821.11,2.0,5.0,Control
7812814,confirm,Control,1,10.0,125.0,51.0,F,2.0,83157.23,5.0,8.0,Control
7812830,confirm,Test,1,9.0,109.0,58.5,M,2.0,434123.54,6.0,9.0,Test
7812877,confirm,Test,1,31.0,379.0,75.5,M,3.0,1503466.23,6.0,9.0,Test
7812894,confirm,Control,1,12.0,145.0,31.5,M,3.0,41920.9,5.0,8.0,Control
7812988,confirm,Test,1,4.0,56.0,52.5,U,2.0,37088.27,4.0,7.0,Test
7813334,confirm,Control,1,11.0,134.0,50.5,M,2.0,30587.32,1.0,4.0,Control
7813560,confirm,Control,1,6.0,83.0,92.0,U,2.0,38009.11,5.0,8.0,Control
7813642,confirm,Test,1,21.0,252.0,47.5,M,2.0,265079.79,6.0,9.0,Test
7813768,confirm,Control,1,22.0,271.0,59.0,M,4.0,293808.67,4.0,7.0,Control
7813940,confirm,Test,1,4.0,58.0,48.5,U,2.0,46313.98,3.0,6.0,Test
7814414,confirm,Control,1,5.0,71.0,48.5,M,3.0,392767.35,6.0,9.0,Control
7814849,confirm,Test,1,4.0,58.0,69.5,U,2.0,30820.21,4.0,7.0,Test
7815714,confirm,Test,1,7.0,88.0,57.5,U,2.0,81438.23999999999,2.0,5.0,Test
7815864,confirm,Control,1,26.0,315.0,71.5,M,2.0,56334.42,3.0,6.0,Control
7815983,confirm,Test,1,21.0,259.0,67.0,M,2.0,108239.57,3.0,6.0,Test
7816047,confirm,Control,1,15.0,190.0,64.5,F,2.0,119126.28,6.0,9.0,Control
7816756,confirm,Test,1,26.0,317.0,68.5,F,2.0,56541.66,3.0,6.0,Test
7816798,confirm,Control,1,8.0,107.0,54.0,M,2.0,71414.56,4.0,7.0,Control
7816862,confirm,Control,1,12.0,154.0,80.5,F,2.0,97624.16,0.0,3.0,Control
7816887,confirm,Control,1,14.0,178.0,63.5,F,2.0,35096.27,3.0,6.0,Control
7817761,confirm,Test,1,14.0,170.0,37.5,U,2.0,65587.68,2.0,5.0,Test
7818040,confirm,Test,1,28.0,341.0,66.5,M,3.0,469406.31,6.0,9.0,Test
7818094,confirm,Control,1,38.0,460.0,66.0,M,3.0,103000.96,4.0,7.0,Control
7818968,confirm,Test,1,10.0,122.0,49.5,M,2.0,58189.94,5.0,8.0,Test
7819326,confirm,Test,1,5.0,67.0,49.0,U,2.0,59618.3,2.0,5.0,Test
7819778,confirm,Test,1,11.0,135.0,32.0,F,2.0,76588.23,6.0,9.0,Test
7819845,confirm,Control,1,13.0,158.0,42.0,M,2.0,31945.44,0.0,3.0,Control
7820148,confirm,Test,1,5.0,69.0,25.5,U,2.0,37157.6,1.0,4.0,Test
7820304,confirm,Control,1,12.0,147.0,45.5,F,2.0,41834.03999999999,1.0,4.0,Control
7820430,confirm,Control,1,6.0,73.0,28.5,U,3.0,177050.96999999997,2.0,5.0,Control
7820539,confirm,Test,1,5.0,62.0,65.0,U,2.0,134935.41,5.0,8.0,Test
7820781,confirm,Test,1,23.0,280.0,65.5,M,2.0,709234.17,3.0,6.0,Test
7820846,confirm,Test,1,15.0,186.0,71.5,M,2.0,67843.17,2.0,5.0,Test
7821175,confirm,Test,1,7.0,90.0,33.5,U,2.0,29289.16,1.0,4.0,Test
7821194,confirm,Test,1,15.0,188.0,20.0,M,3.0,45679.12,4.0,7.0,Test
7821208,confirm,Test,1,18.0,216.0,45.5,U,2.0,49740.98,0.0,3.0,Test
7821417,confirm,Test,1,8.0,96.0,39.5,U,2.0,39387.3,1.0,4.0,Test
7821632,confirm,Control,1,6.0,73.0,25.5,U,2.0,32778.25,0.0,3.0,Control
7821759,confirm,Test,1,7.0,86.0,59.5,U,3.0,150970.0,1.0,4.0,Test
7822345,confirm,Test,1,18.0,226.0,65.5,F,2.0,51177.76,0.0,3.0,Test
7822809,confirm,Control,1,5.0,64.0,45.5,U,2.0,24368.73,3.0,6.0,Control
7823381,confirm,Test,1,31.0,383.0,66.5,M,2.0,53891.88,1.0,4.0,Test
7824092,confirm,Control,1,5.0,69.0,33.0,U,2.0,50600.97,1.0,4.0,Control
7824239,confirm,Test,1,10.0,120.0,37.5,M,2.0,33653.06,2.0,5.0,Test
7824726,confirm,Test,1,12.0,152.0,49.5,F,2.0,23868.12,4.0,7.0,Test
7825081,confirm,Test,1,12.0,154.0,31.5,F,2.0,89485.81,0.0,3.0,Test
7825196,confirm,Test,1,8.0,100.0,27.5,F,3.0,37818.22,3.0,6.0,Test
7825280,confirm,Test,1,6.0,80.0,27.5,U,3.0,101497.28,6.0,9.0,Test
7825712,confirm,Control,1,32.0,393.0,50.0,F,3.0,286444.08,5.0,8.0,Control
7825783,confirm,Control,1,12.0,149.0,33.5,M,2.0,29387.53,0.0,3.0,Control
7826041,confirm,Control,1,7.0,86.0,45.0,U,2.0,59939.35,2.0,5.0,Control
7826607,confirm,Control,1,7.0,94.0,55.0,F,2.0,243630.93,2.0,7.0,Control
7826779,confirm,Test,1,10.0,127.0,65.5,F,2.0,36810.99,2.0,5.0,Test
7826781,confirm,Test,1,27.0,324.0,80.5,M,3.0,102295.35,5.0,8.0,Test
7828347,confirm,Test,1,11.0,136.0,78.0,F,2.0,73642.51999999999,2.0,5.0,Test
7828508,confirm,Control,1,11.0,137.0,28.5,F,2.0,33207.04,0.0,3.0,Control
7828609,confirm,Test,1,4.0,58.0,59.5,U,2.0,26237.15,0.0,3.0,Test
7828956,confirm,Test,1,7.0,88.0,62.0,U,3.0,275446.29,3.0,6.0,Test
7829117,confirm,Control,1,19.0,238.0,31.5,F,3.0,40195.28,5.0,8.0,Control
7829136,confirm,Control,1,14.0,168.0,43.0,M,2.0,55843.32,6.0,9.0,Control
7829434,confirm,Control,1,7.0,92.0,33.5,U,2.0,162268.59999999998,0.0,3.0,Control
7829568,confirm,Test,1,14.0,175.0,35.5,F,3.0,31745.49,0.0,3.0,Test
7829676,confirm,Test,1,22.0,265.0,38.5,M,7.0,99703.69,5.0,8.0,Test
7829766,confirm,Control,1,18.0,226.0,53.5,F,2.0,245156.65,6.0,9.0,Control
7829969,confirm,Test,1,4.0,59.0,26.5,U,2.0,46231.39,2.0,5.0,Test
7830123,confirm,Control,1,13.0,161.0,33.5,F,2.0,32868.04,0.0,3.0,Control
7830483,confirm,Control,1,27.0,334.0,60.5,M,2.0,1276087.7999999998,3.0,6.0,Control
7830611,confirm,Test,1,17.0,207.0,27.5,M,3.0,129311.2,6.0,9.0,Test
7830661,confirm,Test,1,27.0,327.0,57.5,F,2.0,50970.91,0.0,3.0,Test
7830689,confirm,Control,1,12.0,155.0,27.5,M,2.0,88898.41,1.0,4.0,Control
7830788,confirm,Control,1,4.0,56.0,37.5,U,2.0,27861.75,0.0,3.0,Control
7830819,confirm,Control,1,8.0,102.0,26.0,U,3.0,173292.15000000002,6.0,9.0,Control
7830918,confirm,Test,1,6.0,82.0,24.5,U,2.0,37149.84,6.0,9.0,Test
7830939,confirm,Test,1,4.0,59.0,66.5,M,2.0,31900.49,3.0,6.0,Test
7831204,confirm,Test,1,24.0,299.0,77.5,M,2.0,640356.05,1.0,4.0,Test
7831512,confirm,Control,1,21.0,260.0,70.5,M,2.0,821198.67,6.0,9.0,Control
7831579,confirm,Test,1,9.0,114.0,32.5,F,2.0,34184.21,1.0,4.0,Test
7831661,confirm,Control,1,6.0,74.0,42.5,U,2.0,26170.08,1.0,4.0,Control
7831710,confirm,Control,1,9.0,119.0,64.5,F,2.0,177204.93,2.0,5.0,Control
7832458,confirm,Test,1,7.0,89.0,42.5,U,3.0,414610.34,4.0,7.0,Test
7832460,confirm,Control,1,4.0,59.0,24.5,U,2.0,50912.67,6.0,9.0,Control
7833014,confirm,Control,1,15.0,180.0,46.0,F,2.0,583761.3400000001,6.0,9.0,Control
7833327,confirm,Control,1,8.0,107.0,36.5,M,2.0,31440.25,6.0,9.0,Control
7833565,confirm,Test,1,4.0,49.0,26.0,U,4.0,60789.65,6.0,9.0,Test
7833990,confirm,Test,1,5.0,61.0,49.0,U,2.0,25867.59,5.0,8.0,Test
7833991,confirm,Test,1,5.0,70.0,57.5,U,2.0,42621.0,4.0,8.0,Test
7834155,confirm,Test,1,8.0,97.0,62.5,M,2.0,23807.25,1.0,4.0,Test
7834887,confirm,Test,1,7.0,94.0,32.5,U,2.0,182624.58,4.0,7.0,Test
7835044,confirm,Test,1,7.0,92.0,61.5,U,2.0,706809.2000000001,6.0,9.0,Test
7835047,confirm,Control,1,5.0,60.0,49.5,U,3.0,615467.14,2.0,5.0,Control
7835776,confirm,Control,1,16.0,192.0,41.5,M,3.0,129130.89,2.0,5.0,Control
7836881,confirm,Control,1,24.0,288.0,75.5,M,2.0,35001.53,6.0,9.0,Control
7836898,confirm,Test,1,9.0,108.0,29.5,F,3.0,59475.91,3.0,6.0,Test
7838259,confirm,Control,1,10.0,124.0,62.5,F,2.0,170876.71000000002,0.0,3.0,Control
7838471,confirm,Control,1,4.0,58.0,33.5,U,2.0,43199.38,6.0,9.0,Control
7839097,confirm,Control,1,10.0,123.0,37.0,M,2.0,61898.68,2.0,5.0,Control
7839413,confirm,Test,1,20.0,249.0,54.0,F,2.0,23996.01,4.0,7.0,Test
7839644,confirm,Test,1,21.0,258.0,61.5,M,2.0,58777.93,1.0,4.0,Test
7839898,confirm,Control,1,9.0,109.0,39.0,M,2.0,48266.42999999999,0.0,3.0,Control
7840357,confirm,Control,1,38.0,464.0,67.5,F,2.0,318337.25,6.0,9.0,Control
7840892,confirm,Test,1,16.0,202.0,60.5,F,2.0,89275.57,6.0,9.0,Test
7841104,confirm,Control,1,14.0,175.0,44.5,F,2.0,23860.62,1.0,4.0,Control
7841112,confirm,Control,1,24.0,292.0,66.5,F,2.0,108144.13,6.0,9.0,Control
7841191,confirm,Test,1,13.0,161.0,66.5,M,2.0,29139.91,0.0,3.0,Test
7841600,confirm,Test,1,6.0,78.0,40.0,U,3.0,178679.63,0.0,3.0,Test
7842221,confirm,Control,1,14.0,178.0,31.5,F,3.0,87782.81,5.0,8.0,Control
7842244,confirm,Test,1,27.0,324.0,46.5,F,2.0,69268.0,0.0,3.0,Test
7842312,confirm,Test,1,21.0,253.0,57.5,F,3.0,97402.79,2.0,5.0,Test
7842994,confirm,Test,1,6.0,81.0,25.5,U,2.0,34219.41,2.0,5.0,Test
7843221,confirm,Test,1,29.0,359.0,58.5,M,6.0,612585.36,6.0,9.0,Test
7843559,confirm,Test,1,7.0,84.0,60.5,U,2.0,30230.98,0.0,3.0,Test
7843655,confirm,Control,1,25.0,301.0,46.5,M,3.0,853036.67,2.0,5.0,Control
7843741,confirm,Test,1,9.0,115.0,33.5,M,3.0,63071.32,6.0,9.0,Test
7843744,confirm,Control,1,13.0,158.0,51.5,F,3.0,927520.84,6.0,9.0,Control
7843988,confirm,Test,1,20.0,250.0,59.5,M,3.0,33965.369999999995,4.0,7.0,Test
7844537,confirm,Test,1,8.0,97.0,62.0,U,2.0,108223.88,6.0,9.0,Test
7845532,confirm,Control,1,23.0,282.0,71.0,F,2.0,187639.61,4.0,7.0,Control
7845716,confirm,Control,1,8.0,99.0,26.0,M,2.0,29249.51,1.0,4.0,Control
7846274,confirm,Test,1,5.0,66.0,29.0,U,2.0,52996.81,6.0,9.0,Test
7846713,confirm,Control,1,15.0,188.0,56.0,M,2.0,224651.96,3.0,6.0,Control
7846757,confirm,Control,1,6.0,76.0,59.5,F,2.0,587697.5900000001,6.0,9.0,Control
7846813,confirm,Test,1,4.0,58.0,27.5,U,2.0,29872.81,1.0,4.0,Test
7847129,confirm,Test,1,13.0,163.0,28.5,M,2.0,30904.31,6.0,9.0,Test
7847453,confirm,Test,1,24.0,290.0,82.5,M,3.0,122996.0,5.0,8.0,Test
7847756,confirm,Test,1,9.0,114.0,36.5,M,2.0,61932.02,6.0,9.0,Test
7847850,confirm,Control,1,11.0,138.0,55.0,M,2.0,197901.35,2.0,5.0,Control
7847920,confirm,Control,1,4.0,58.0,25.0,U,2.0,38764.54,1.0,4.0,Control
7848377,confirm,Control,1,16.0,194.0,61.5,M,2.0,215046.03,2.0,5.0,Control
7848596,confirm,Control,1,6.0,82.0,52.0,U,2.0,202839.92,3.0,6.0,Control
7848806,confirm,Test,1,14.0,169.0,64.5,M,2.0,94432.55,4.0,7.0,Test
7848908,confirm,Test,1,9.0,112.0,23.5,M,2.0,47114.42,6.0,9.0,Test
7848994,confirm,Control,1,5.0,68.0,22.5,U,4.0,44545.9,6.0,9.0,Control
7849787,confirm,Test,1,27.0,324.0,59.5,F,2.0,92804.32,2.0,5.0,Test
7850061,confirm,Control,1,8.0,105.0,43.5,F,2.0,38161.23,3.0,6.0,Control
7850280,confirm,Control,1,6.0,83.0,52.5,F,3.0,59426.87,0.0,3.0,Control
7850608,confirm,Control,1,6.0,73.0,24.5,U,3.0,59025.9,2.0,5.0,Control
7851008,confirm,Control,1,4.0,56.0,63.5,U,2.0,240662.64,6.0,9.0,Control
7851117,confirm,Control,1,16.0,201.0,45.5,M,2.0,99476.67,4.0,7.0,Control
7851212,confirm,Control,1,14.0,175.0,69.5,M,2.0,71654.42,3.0,6.0,Control
7851465,confirm,Test,1,8.0,107.0,52.5,M,2.0,30837.04,2.0,5.0,Test
7851852,confirm,Test,1,13.0,166.0,62.5,M,3.0,398295.59,0.0,3.0,Test
7851919,confirm,Control,1,8.0,106.0,30.5,F,2.0,43412.77,6.0,9.0,Control
7852080,confirm,Control,1,6.0,83.0,32.5,U,2.0,35840.97,6.0,9.0,Control
7852915,confirm,Control,1,22.0,268.0,46.5,F,3.0,115148.73,5.0,8.0,Control
7853438,confirm,Control,1,10.0,125.0,53.5,M,2.0,31578.03,3.0,6.0,Control
7853443,confirm,Test,1,13.0,163.0,38.0,F,2.0,97507.8,3.0,6.0,Test
7853881,confirm,Control,1,6.0,72.0,34.0,U,2.0,53458.86,0.0,3.0,Control
7853891,confirm,Control,1,12.0,153.0,49.5,M,3.0,74455.28,6.0,9.0,Control
7854180,confirm,Control,1,17.0,204.0,52.5,M,2.0,127304.92,6.0,9.0,Control
7855378,confirm,Test,1,7.0,87.0,69.5,U,2.0,549194.7200000001,3.0,6.0,Test
7855438,confirm,Test,1,6.0,75.0,30.0,U,2.0,45886.9,5.0,8.0,Test
7855457,confirm,Control,1,7.0,91.0,34.0,U,2.0,53293.48,2.0,5.0,Control
7855539,confirm,Test,1,15.0,184.0,31.5,F,2.0,155651.93,3.0,6.0,Test
7856088,confirm,Test,1,5.0,67.0,35.0,U,3.0,57975.78,5.0,8.0,Test
7856716,confirm,Test,1,23.0,287.0,55.5,M,2.0,542446.55,6.0,9.0,Test
7856876,confirm,Control,1,12.0,155.0,47.5,M,2.0,59435.07,2.0,5.0,Control
7856894,confirm,Test,1,16.0,193.0,39.5,F,2.0,46518.24,1.0,4.0,Test
7857112,confirm,Test,1,7.0,88.0,70.5,F,3.0,148224.56,0.0,3.0,Test
7857352,confirm,Test,1,6.0,73.0,52.0,U,3.0,51932.27,6.0,9.0,Test
7857646,confirm,Test,1,16.0,203.0,51.0,M,2.0,50392.34,2.0,5.0,Test
7857846,confirm,Test,1,16.0,193.0,65.0,M,2.0,54532.13,6.0,9.0,Test
7858061,confirm,Test,1,8.0,97.0,31.5,U,2.0,33661.509999999995,5.0,8.0,Test
7858139,confirm,Control,1,6.0,72.0,60.5,U,2.0,83937.04999999999,3.0,6.0,Control
7858258,confirm,Control,1,13.0,157.0,69.5,F,4.0,723018.5700000001,1.0,4.0,Control
7858433,confirm,Test,1,23.0,278.0,31.5,F,3.0,150705.25,6.0,9.0,Test
7859178,confirm,Control,1,15.0,190.0,50.0,F,2.0,157257.19,6.0,9.0,Control
7859555,confirm,Test,1,13.0,167.0,66.5,M,2.0,155725.40000000002,3.0,6.0,Test
7859805,confirm,Control,1,22.0,275.0,46.5,F,3.0,215545.43,2.0,5.0,Control
7859820,confirm,Control,1,12.0,154.0,40.0,F,2.0,29606.64,1.0,4.0,Control
7859822,confirm,Test,1,4.0,59.0,28.5,U,2.0,25999.17,1.0,4.0,Test
7859886,confirm,Test,1,7.0,86.0,26.0,U,2.0,36494.18,4.0,7.0,Test
7860120,confirm,Test,1,12.0,146.0,29.5,M,3.0,76577.16,5.0,8.0,Test
7861081,confirm,Control,1,7.0,85.0,52.0,U,3.0,159475.88,6.0,9.0,Control
7862246,confirm,Test,1,11.0,142.0,30.5,M,2.0,31877.57,2.0,5.0,Test
7862568,confirm,Test,1,6.0,80.0,24.5,U,2.0,24036.52,3.0,6.0,Test
7862700,confirm,Test,1,12.0,153.0,41.0,M,2.0,106731.73,4.0,7.0,Test
7862915,confirm,Test,1,14.0,176.0,56.5,M,2.0,70602.95,5.0,8.0,Test
7863133,confirm,Test,1,21.0,253.0,66.5,M,2.0,122102.08,0.0,3.0,Test
7864436,confirm,Control,1,16.0,192.0,46.5,M,3.0,95778.53,2.0,5.0,Control
7864632,confirm,Test,1,5.0,70.0,24.0,U,3.0,47719.26,6.0,9.0,Test
7864698,confirm,Control,1,16.0,193.0,23.0,M,2.0,62788.62,0.0,3.0,Control
7865060,confirm,Test,1,13.0,166.0,46.5,M,2.0,140509.34999999998,6.0,9.0,Test
7866354,confirm,Control,1,16.0,201.0,52.5,F,2.0,31103.89,3.0,6.0,Control
7866541,confirm,Test,1,6.0,75.0,28.5,U,3.0,40443.77,1.0,4.0,Test
7866553,confirm,Test,1,10.0,124.0,33.5,M,3.0,102780.41,6.0,9.0,Test
7866590,confirm,Control,1,4.0,58.0,31.5,U,2.0,29088.0,6.0,9.0,Control
7867273,confirm,Control,1,4.0,58.0,35.5,U,2.0,32876.35,4.0,7.0,Control
7867338,confirm,Control,1,5.0,66.0,22.5,U,3.0,55350.13,1.0,4.0,Control
7867427,confirm,Test,1,9.0,113.0,43.5,F,2.0,496035.88,2.0,5.0,Test
7867767,confirm,Control,1,13.0,160.0,28.5,M,3.0,43830.3,5.0,8.0,Control
7867848,confirm,Test,1,6.0,74.0,26.5,U,2.0,60776.8,6.0,9.0,Test
7867919,confirm,Test,1,11.0,135.0,39.5,F,2.0,88045.17,4.0,7.0,Test
7869060,confirm,Test,1,16.0,194.0,65.5,M,2.0,182558.76,3.0,6.0,Test
7869458,confirm,Control,1,10.0,130.0,34.0,F,2.0,34093.1,2.0,5.0,Control
7869613,confirm,Control,1,7.0,92.0,51.5,U,2.0,29326.15,1.0,4.0,Control
7869927,confirm,Control,1,8.0,105.0,55.5,F,2.0,42805.9,6.0,9.0,Control
7870128,confirm,Test,1,6.0,73.0,43.0,U,2.0,55175.44,5.0,8.0,Test
7870793,confirm,Test,1,4.0,59.0,29.5,U,2.0,31435.42,3.0,6.0,Test
7871152,confirm,Control,1,6.0,82.0,20.0,M,2.0,38507.0,0.0,3.0,Control
7871443,confirm,Test,1,6.0,79.0,36.5,U,2.0,34519.88,1.0,4.0,Test
7871483,confirm,Control,1,6.0,83.0,66.5,F,2.0,198996.56,6.0,9.0,Control
7871585,confirm,Control,1,13.0,166.0,21.5,M,2.0,60268.26,0.0,3.0,Control
7871701,confirm,Test,1,6.0,82.0,42.5,U,2.0,51224.44,0.0,3.0,Test
7872046,confirm,Test,1,23.0,282.0,64.5,F,3.0,34144.06,2.0,5.0,Test
7872209,confirm,Control,1,35.0,428.0,72.0,M,4.0,616587.61,6.0,9.0,Control
7872771,confirm,Control,1,15.0,190.0,67.0,M,2.0,33987.509999999995,1.0,4.0,Control
7872843,confirm,Test,1,14.0,173.0,65.5,M,2.0,82215.92,6.0,9.0,Test
7872876,confirm,Test,1,15.0,189.0,45.0,F,2.0,37181.15,0.0,3.0,Test
7872884,confirm,Control,1,12.0,146.0,30.5,M,3.0,134081.15,0.0,3.0,Control
7872924,confirm,Test,1,12.0,152.0,65.5,F,2.0,72289.18,1.0,4.0,Test
7872965,confirm,Test,1,5.0,65.0,34.5,U,2.0,31091.7,6.0,9.0,Test
7873226,confirm,Control,1,8.0,107.0,43.5,F,2.0,94231.42,2.0,5.0,Control
7873338,confirm,Control,1,5.0,69.0,55.5,U,2.0,56445.87,3.0,6.0,Control
7873434,confirm,Control,1,12.0,152.0,47.5,M,2.0,41448.08,6.0,9.0,Control
7873544,confirm,Control,1,12.0,154.0,30.5,F,2.0,55222.66,4.0,7.0,Control
7874244,confirm,Test,1,7.0,94.0,59.5,U,2.0,43054.64,1.0,4.0,Test
7874890,confirm,Test,1,15.0,190.0,37.5,F,2.0,49821.01,2.0,5.0,Test
7875141,confirm,Control,1,23.0,276.0,44.5,M,3.0,144819.12,0.0,3.0,Control
7875492,confirm,Test,1,7.0,84.0,19.5,U,2.0,30177.24,2.0,5.0,Test
7875563,confirm,Test,1,6.0,76.0,25.5,F,2.0,33859.72,6.0,9.0,Test
7875730,confirm,Control,1,4.0,59.0,44.5,U,2.0,29837.22,0.0,3.0,Control
7877379,confirm,Control,1,8.0,106.0,58.5,F,3.0,554853.6000000001,6.0,9.0,Control
7877508,confirm,Test,1,6.0,82.0,63.5,F,2.0,495909.0,5.0,9.0,Test
7878313,confirm,Control,1,17.0,213.0,52.0,M,2.0,31375.75,3.0,6.0,Control
7878552,confirm,Control,1,6.0,72.0,27.5,U,2.0,58992.33,6.0,9.0,Control
7878589,confirm,Control,1,24.0,289.0,44.5,M,2.0,90927.96,1.0,4.0,Control
7878692,confirm,Control,1,5.0,70.0,39.5,U,2.0,213105.37,3.0,6.0,Control
7879083,confirm,Test,1,4.0,57.0,65.5,F,2.0,122301.34,6.0,9.0,Test
